winning_hero_id_1,winning_hero_id_2,winning_hero_id_3,winning_hero_id_4,winning_hero_id_5
10,25,41,107,112
2,20,62,63,93
11,20,65,86,99
55,76,91,102,106
5,14,25,51,70
6,17,20,39,68
20,48,56,58,73
3,9,33,63,74
6,9,20,37,49
39,50,65,87,93
7,19,29,30,59
9,21,30,44,50
16,48,66,80,86
15,51,77,88,112
20,30,43,72,85
7,15,31,59,69
44,58,62,88,97
9,27,74,80,96
2,43,64,72,85
25,54,71,87,104
13,20,25,94,110
54,64,88,102,107
15,45,53,86,92
2,17,50,79,96
5,35,39,70,76
7,8,17,33,69
10,31,74,83,98
20,31,47,63,95
5,44,76,100,102
1,53,65,66,79
13,54,65,68,92
8,15,20,57,74
2,11,26,33,39
22,26,71,95,110
25,29,95,104,107
20,74,91,99,107
4,25,30,35,83
7,41,68,72,74
39,54,71,85,86
13,40,54,86,98
21,55,67,71,87
29,50,63,83,106
40,51,67,71,84
37,62,72,81,91
13,20,35,79,95
21,31,41,62,63
51,90,95,99,114
7,17,40,87,96
39,40,51,60,86
10,39,51,60,86
11,28,55,60,112
21,26,82,85,96
34,65,84,93,111
48,55,60,86,90
8,9,45,64,71
12,22,31,69,112
26,44,74,84,104
26,54,83,89,103
2,3,7,11,50
18,29,31,36,91
8,17,51,86,101
8,54,79,88,98
51,66,72,74,87
12,18,25,68,71
14,37,45,48,65
51,72,75,90,92
19,57,68,85,93
31,38,49,85,93
30,55,63,74,85
8,46,71,97,112
3,9,43,65,75
5,40,53,63,73
15,52,65,79,96
17,22,54,79,86
5,13,63,65,103
9,63,64,79,103
9,14,50,56,99
5,8,25,58,65
6,13,20,47,75
9,10,20,75,87
13,62,81,85,91
8,11,52,53,86
11,48,55,71,112
9,20,69,95,101
11,16,33,75,95
58,72,74,80,86
7,11,20,71,72
50,60,70,91,96
7,8,35,85,101
33,43,68,73,83
9,30,41,86,109
9,17,40,53,92
8,20,39,65,100
26,38,78,86,95
39,60,69,101,106
10,13,16,68,96
12,28,29,43,83
11,78,84,101,104
20,46,64,65,78
7,12,47,51,68
48,49,55,88,90
6,20,21,26,65
31,47,96,97,101
21,30,78,89,112
2,17,48,87,90
7,8,41,68,74
15,17,25,26,112
6,42,53,74,101
72,74,86,92,98
45,49,69,86,92
39,40,48,92,98
30,40,41,65,98
35,41,52,79,85
3,5,34,51,82
26,44,65,84,99
8,26,73,104,107
8,15,20,38,87
23,56,57,75,77
7,26,55,72,74
9,20,47,50,53
26,58,74,93,98
34,50,66,69,77
20,49,69,88,112
27,28,54,65,104
6,19,31,41,85
2,3,18,78,87
7,12,25,30,38
5,8,68,98,106
2,21,50,51,54
3,48,55,83,106
22,30,55,89,100
11,27,28,98,99
15,21,74,88,92
25,71,86,95,110
40,57,60,64,70
2,9,54,68,76
18,20,65,74,100
26,30,94,95,110
30,38,39,50,72
8,20,31,43,51
8,16,34,37,50
2,37,49,54,60
8,20,82,84,98
43,49,52,77,113
9,62,68,74,95
4,59,67,83,110
12,17,30,71,85
16,20,29,47,56
11,17,29,42,68
6,17,26,53,79
29,46,57,64,67
20,44,51,101,106
11,33,50,53,89
27,65,69,70,76
20,35,52,55,83
7,39,94,97,101
9,39,63,89,92
7,17,30,48,110
42,65,74,78,101
27,43,64,78,94
25,30,37,54,64
7,12,47,85,101
13,55,64,73,91
8,9,31,58,71
19,39,91,110,112
6,7,9,20,53
16,41,43,68,69
8,49,50,87,100
1,39,50,100,106
28,34,50,70,79
28,34,69,75,104
17,62,71,72,79
6,9,28,87,91
25,30,47,67,100
5,54,60,64,69
22,29,42,54,101
8,9,16,23,79
53,86,89,93,103
15,40,42,55,74
8,11,38,50,69
16,30,35,51,88
28,46,62,100,112
7,10,60,96,101
13,68,72,86,100
7,25,79,104,110
20,59,85,95,109
3,9,20,28,80
20,35,46,65,87
9,28,87,94,103
10,27,50,69,88
7,34,43,92,103
44,71,72,88,91
15,41,74,84,102
47,51,84,86,94
46,64,65,77,101
33,43,45,64,96
25,50,79,82,96
7,11,12,90,110
47,49,84,101,106
5,11,15,51,89
27,61,78,86,93
7,17,72,99,100
65,77,85,87,98
11,21,54,64,103
39,46,55,100,112
11,29,44,45,57
5,8,42,97,106
20,35,36,51,102
2,19,65,91,98
16,77,87,92,108
3,9,11,33,41
22,30,40,67,68
11,51,68,93,100
29,49,50,93,110
15,16,19,82,86
5,10,20,88,98
50,64,65,77,78
10,20,29,74,101
50,54,86,88,93
18,29,46,59,67
7,19,47,65,91
35,51,60,66,86
3,17,54,88,103
5,12,62,102,106
26,29,34,57,93
15,30,82,92,96
19,75,84,95,97
9,25,42,49,98
1,27,84,99,108
8,25,38,60,66
20,41,69,72,73
39,67,87,88,100
30,43,94,99,103
10,13,26,83,96
48,53,55,86,97
25,29,30,95,101
27,47,50,51,77
11,48,51,68,88
11,20,30,35,71
19,21,25,39,91
8,28,30,62,72
18,57,86,88,106
2,29,52,62,65
9,11,42,88,90
45,66,87,89,103
13,21,31,51,54
7,39,42,98,112
26,42,72,78,97
7,13,26,44,69
6,20,51,66,74
9,19,29,79,91
29,46,64,103,109
16,65,75,99,101
7,25,67,68,100
31,55,73,86,104
1,17,27,87,88
9,53,69,83,86
5,8,13,29,33
3,18,21,75,80
11,30,71,85,106
13,29,51,63,68
5,18,85,97,103
16,29,30,63,76
4,20,42,64,88
25,65,72,78,99
6,31,80,86,107
7,17,39,92,98
36,44,74,99,104
10,30,41,76,103
21,27,50,73,98
28,44,57,84,104
26,47,82,86,93
9,26,28,81,103
7,59,71,73,112
9,34,41,75,86
5,17,75,88,102
50,54,65,69,92
42,43,79,93,96
6,7,55,74,92
8,28,30,97,106
30,34,51,64,84
8,46,55,71,112
13,18,55,64,91
1,7,46,71,112
3,11,20,69,93
15,50,64,78,96
8,50,60,65,79
6,31,74,96,101
46,96,100,106,112
9,42,53,63,78
9,30,41,74,97
1,69,78,84,101
36,50,67,71,98
6,21,26,50,53
7,46,72,92,112
13,18,41,87,103
17,55,63,64,79
11,64,84,93,101
39,63,79,80,92
5,40,51,62,72
8,16,68,86,98
15,42,78,86,98
8,36,73,98,103
20,32,57,74,86
10,17,71,93,101
17,28,54,75,97
46,82,84,86,96
15,26,63,69,100
2,9,11,42,55
7,71,85,91,99
50,74,78,79,88
29,64,67,102,106
17,29,44,57,101
19,41,44,45,74
3,9,34,43,66
30,43,63,96,101
20,27,29,43,83
27,41,51,68,97
7,20,43,63,64
34,87,93,97,100
65,69,89,92,101
21,26,55,69,70
3,9,39,95,99
11,63,65,85,86
7,19,39,53,91
38,39,84,86,106
3,9,16,46,55
11,17,55,64,83
13,28,55,87,95
9,15,40,60,86
21,47,73,86,98
20,40,63,78,85
10,37,76,98,103
3,38,42,50,74
5,51,82,98,104
39,64,84,93,98
29,31,47,77,103
9,29,41,43,101
48,49,50,86,96
27,42,65,78,102
11,17,69,86,92
8,28,30,31,97
1,23,26,31,62
46,48,50,87,96
28,50,60,102,103
25,28,57,87,97
27,43,69,87,94
7,9,46,92,93
17,20,66,69,98
6,37,40,47,50
8,31,33,76,93
4,44,45,109,110
15,64,69,77,86
40,41,64,82,84
7,13,41,68,95
29,30,31,41,82
5,44,71,85,93
8,28,55,74,79
54,97,100,105,112
5,10,76,88,92
4,53,57,82,87
33,40,64,76,88
7,29,43,56,84
15,20,63,65,88
20,25,26,51,93
5,20,55,74,107
7,17,25,33,99
3,19,22,52,91
1,53,78,86,90
2,34,38,50,79
17,20,52,54,85
27,30,46,52,96
20,45,53,63,73
13,26,31,47,73
10,20,68,96,97
56,58,59,60,76
7,9,36,39,87
46,50,55,67,84
32,84,93,97,106
7,39,80,102,112
13,16,54,66,80
30,42,59,71,112
17,30,41,51,101
20,39,40,61,77
30,68,69,78,93
11,26,68,99,102
1,39,87,100,112
12,20,27,53,69
11,26,29,48,85
5,54,70,96,114
8,11,31,51,75
30,46,55,72,112
18,57,58,74,88
25,39,54,62,86
9,49,58,79,80
39,46,55,86,87
2,11,26,87,93
6,7,11,27,62
11,26,40,47,63
17,34,40,66,98
42,50,51,74,102
22,42,68,81,98
7,10,13,40,88
3,12,52,62,92
11,27,39,95,101
48,51,52,86,100
27,70,85,104,114
11,28,30,106,111
22,25,26,54,97
20,27,43,69,77
5,8,34,51,66
7,9,12,75,96
8,28,46,55,79
14,21,23,46,59
6,9,11,20,84
15,64,73,89,103
64,77,78,96,101
41,45,68,88,95
3,9,44,46,98
9,27,74,103,106
51,72,79,92,98
11,51,73,86,92
16,45,65,68,82
13,31,65,86,99
32,39,65,86,113
43,51,54,75,110
13,66,77,79,80
47,65,69,87,89
21,28,68,85,112
41,47,68,84,94
9,28,50,86,93
18,31,43,91,96
53,54,68,80,92
20,36,71,78,101
2,37,48,73,79
26,54,64,80,97
6,9,51,74,87
9,15,33,41,79
35,67,68,88,99
7,30,36,86,100
51,73,86,98,114
9,10,78,86,101
25,84,86,104,106
21,72,85,100,112
53,73,84,107,114
65,76,87,91,95
3,10,53,88,98
17,44,64,69,96
50,56,69,87,106
15,39,50,71,100
8,44,84,87,97
1,23,41,74,84
49,86,96,99,101
28,50,53,68,78
4,30,51,56,87
1,26,39,47,102
7,54,62,64,74
12,28,50,106,112
20,53,71,76,106
9,42,46,65,86
5,34,51,72,84
5,10,23,86,88
3,9,11,55,68
8,52,53,54,79
2,6,34,57,90
12,21,50,55,100
7,9,87,89,103
7,27,47,55,89
39,41,52,53,86
4,22,30,34,99
9,46,51,79,88
8,11,38,64,100
1,20,39,65,86
53,54,75,86,97
7,25,30,65,94
7,63,68,78,98
5,10,65,106,114
7,15,45,64,94
9,27,58,103,106
2,3,12,26,34
8,9,51,79,87
20,78,88,101,109
75,78,84,94,97
9,20,54,65,69
19,26,43,96,107
3,54,65,66,95
18,25,41,53,97
13,49,57,87,110
8,33,37,50,71
5,11,19,92,110
50,79,89,96,99
42,47,53,75,78
35,41,54,84,87
25,37,88,93,107
21,28,75,84,100
2,21,52,65,79
5,39,54,88,107
8,9,20,23,28
20,26,34,60,67
8,28,50,86,98
16,41,55,68,106
15,20,65,73,89
46,50,71,85,106
5,9,60,76,102
27,28,31,49,75
41,48,76,84,111
15,33,87,95,96
48,66,74,98,101
12,21,50,68,71
54,55,73,98,101
9,51,74,101,106
5,13,67,102,114
2,5,57,70,73
16,49,63,68,96
18,28,32,46,87
9,16,46,50,106
18,50,70,72,100
7,17,87,94,97
1,7,29,43,64
16,17,21,81,87
20,43,55,70,112
17,41,64,84,98
7,97,98,101,109
41,60,65,73,111
7,31,47,76,93
20,30,41,43,67
13,48,50,58,96
3,16,44,76,108
9,23,69,72,88
7,20,47,56,97
39,50,71,97,99
9,28,89,92,93
19,31,64,85,104
20,47,50,93,99
8,14,20,26,74
7,10,57,64,87
7,25,35,59,60
29,37,41,82,100
53,69,77,86,88
21,49,63,69,92
16,17,55,64,77
17,83,95,104,110
57,63,83,86,106
7,15,21,56,112
37,44,51,53,74
41,68,74,96,101
5,48,88,92,97
13,26,56,85,110
3,12,55,71,72
36,64,72,100,101
19,26,32,43,51
27,34,38,77,86
4,22,51,53,87
7,8,27,74,85
16,35,57,70,86
13,16,47,86,88
43,51,58,63,102
26,33,43,55,93
9,31,46,86,98
21,63,76,92,102
27,28,74,83,96
8,20,87,96,106
27,67,86,97,106
25,29,30,71,94
13,26,70,98,110
3,8,17,31,73
5,14,31,53,70
2,12,20,31,33
5,25,55,64,109
20,47,64,84,95
13,22,58,70,100
5,8,57,73,97
3,9,47,50,69
39,42,55,85,112
3,9,13,50,109
12,21,30,90,110
6,7,37,53,64
13,30,47,66,95
7,20,68,69,96
5,31,35,47,99
2,22,37,45,54
10,55,59,68,83
16,40,52,57,111
8,20,76,108,110
29,31,42,86,88
28,31,46,47,85
7,11,25,92,100
40,42,48,74,87
14,62,64,73,90
28,33,34,63,111
3,9,23,65,90
17,26,47,57,60
2,7,37,99,101
9,23,68,69,103
13,23,56,75,76
20,46,54,75,96
4,17,51,52,79
11,15,51,62,86
2,6,23,94,111
15,51,75,84,101
9,20,73,75,79
4,22,37,49,68
23,40,77,87,108
1,27,29,74,87
21,63,68,96,106
31,34,39,90,99
20,29,74,92,93
7,8,9,87,88
10,15,31,33,84
49,54,57,107,112
5,51,57,63,74
46,54,71,84,111
7,20,46,67,110
3,47,62,63,92
7,13,41,61,101
26,44,75,96,97
7,10,20,22,96
40,45,46,54,97
41,48,65,79,103
15,20,51,57,74
18,20,30,41,47
46,63,75,84,88
7,47,104,106,112
7,10,17,20,27
9,37,40,48,86
28,87,95,97,103
16,47,74,79,93
5,9,16,73,98
2,8,13,26,75
9,11,31,69,86
15,44,71,87,96
20,61,72,74,100
20,33,74,93,98
11,37,54,60,63
8,30,55,62,74
50,55,60,70,72
11,26,27,47,53
3,50,69,77,98
18,27,76,84,99
2,28,55,86,96
5,80,97,104,106
11,16,87,97,100
18,23,41,76,111
20,48,53,54,91
18,23,25,39,41
25,30,34,48,104
7,52,62,72,110
8,26,35,38,42
6,13,16,80,112
15,26,31,88,113
2,30,39,41,84
8,11,32,65,101
13,30,69,78,95
42,47,63,78,101
13,18,71,86,110
4,7,22,47,112
6,7,25,39,53
79,84,94,97,103
7,12,30,39,51
11,14,20,29,30
8,16,53,86,97
5,78,83,94,96
14,29,34,48,79
36,57,64,93,103
5,7,9,48,51
52,54,64,80,88
26,30,52,61,95
23,74,78,79,99
5,13,28,57,69
18,30,49,55,62
26,40,85,91,99
8,20,25,97,110
11,20,75,95,97
9,20,73,74,93
4,51,63,87,102
15,65,89,90,103
20,67,75,87,97
25,41,56,100,111
41,68,72,97,101
8,55,71,79,106
3,9,66,74,106
34,47,50,92,96
2,27,50,72,74
7,52,63,96,101
45,67,86,88,92
55,72,74,86,87
15,30,41,74,86
13,14,30,46,98
9,21,38,73,79
15,30,46,68,100
40,43,48,58,98
17,19,42,68,96
25,37,42,60,97
4,23,75,110,112
8,11,20,50,100
1,29,31,52,90
53,56,62,80,86
9,14,17,50,69
7,9,28,43,50
4,16,22,27,88
21,26,41,87,93
30,48,65,84,104
5,12,38,63,107
17,23,51,54,88
26,42,43,50,100
2,22,26,41,68
47,67,88,92,96
10,20,39,41,79
9,25,77,98,104
56,72,74,83,86
7,11,52,68,71
3,4,9,34,92
8,11,29,84,101
2,5,56,106,107
1,11,27,30,85
31,63,76,88,99
12,27,29,76,85
34,68,78,86,96
4,75,88,98,114
6,27,64,74,92
9,42,47,50,96
15,31,41,68,99
25,29,36,58,81
46,48,68,79,98
5,21,60,67,98
9,42,65,74,92
6,7,9,47,102
22,38,54,87,103
3,19,39,58,91
7,13,25,54,68
9,16,37,49,89
2,37,54,69,76
2,30,34,80,87
18,25,29,49,91
5,47,93,102,106
9,14,48,86,97
38,66,74,93,107
36,76,84,87,97
1,26,87,97,99
5,16,21,54,74
20,47,49,63,92
3,41,53,74,83
26,39,46,50,72
13,74,81,83,91
3,34,83,89,96
6,8,14,55,101
9,42,65,77,92
9,34,74,79,86
20,74,101,104,109
9,42,59,74,92
2,26,56,78,102
50,59,60,85,106
20,48,51,86,97
5,20,54,60,65
28,74,79,87,109
11,55,70,86,91
5,7,55,93,94
20,29,31,48,76
5,7,11,43,51
45,53,77,80,84
16,54,87,106,110
10,15,51,84,86
21,53,94,110,111
9,72,76,89,92
20,21,42,54,96
35,41,45,60,78
41,43,48,79,87
8,64,70,99,107
9,11,51,68,86
45,50,68,87,93
20,22,50,80,102
18,20,29,76,112
13,19,53,87,91
21,50,59,62,71
23,40,41,74,111
7,68,69,80,93
16,32,76,109,111
31,48,52,103,113
39,53,54,85,111
11,26,29,42,68
75,76,100,104,114
1,25,50,86,100
7,11,36,61,100
40,63,69,72,73
36,38,69,74,110
34,37,100,102,114
8,27,41,43,75
7,8,40,47,64
22,56,84,96,101
37,67,80,84,96
20,43,55,85,93
41,43,68,97,107
18,20,26,29,39
19,43,85,86,91
1,16,25,74,103
8,14,71,74,111
26,46,78,92,95
13,31,89,96,101
7,20,43,44,57
1,5,21,46,100
40,69,78,107,111
1,7,22,39,112
23,42,43,50,104
13,20,96,101,109
4,5,11,83,104
15,20,26,77,96
7,17,19,31,91
2,20,21,63,87
17,26,83,88,94
6,15,20,65,92
15,20,48,65,79
9,40,69,73,86
1,23,47,88,110
9,22,54,84,85
8,38,50,79,82
7,13,33,78,101
5,7,8,104,106
7,25,72,99,112
8,28,37,46,84
9,30,47,53,68
47,50,69,76,102
8,26,28,58,65
20,29,37,94,101
7,11,67,71,75
13,29,50,77,92
26,39,66,88,95
17,53,87,91,93
28,30,46,61,101
1,43,62,65,87
2,16,50,59,98
26,65,98,100,109
72,74,86,92,98
2,14,25,41,84
9,20,29,58,93
42,43,64,85,101
11,66,81,91,97
61,64,77,81,96
7,21,25,72,85
12,49,57,76,90
7,39,55,71,95
43,47,84,99,101
27,39,68,72,97
49,65,66,73,83
23,35,37,38,70
14,16,20,55,72
11,41,80,83,86
9,41,47,79,88
11,20,37,69,86
29,47,78,84,102
28,46,53,60,85
4,52,64,85,100
31,39,40,54,55
7,19,79,86,96
1,29,49,64,84
45,49,51,63,92
7,11,33,65,78
51,76,84,95,101
20,32,50,93,99
9,27,55,74,99
40,68,83,93,98
26,30,36,57,77
7,15,21,31,80
6,31,41,73,87
7,17,22,47,95
17,28,43,50,100
7,8,13,40,75
15,33,63,102,103
5,14,54,65,86
3,44,65,66,96
7,11,13,74,79
34,54,69,107,111
9,13,16,30,50
5,60,64,98,106
16,41,46,79,97
28,48,54,65,79
40,49,54,62,73
16,28,31,74,106
22,27,69,70,100
7,67,74,111,112
30,39,47,68,88
7,11,59,87,88
12,23,28,93,111
9,13,89,92,99
9,40,62,73,74
30,47,64,69,74
14,27,67,106,108
12,16,22,25,60
5,14,25,96,109
32,64,78,91,96
1,14,65,83,87
18,21,50,71,98
20,40,68,77,104
7,30,39,94,95
8,28,68,74,112
15,50,52,59,86
5,39,54,65,66
13,29,42,68,88
8,20,21,52,85
18,23,31,39,69
12,25,52,55,79
27,62,65,69,78
22,29,47,50,67
2,10,25,26,68
29,34,48,79,84
18,22,29,62,68
5,17,54,69,88
16,18,68,104,112
10,65,74,84,86
6,17,20,38,110
7,9,80,92,98
6,33,37,42,66
26,28,47,54,87
16,49,51,68,72
4,7,60,82,112
5,17,19,21,73
26,46,65,85,93
34,51,87,91,99
6,30,53,86,92
22,27,29,60,67
1,9,53,62,64
42,43,77,86,92
25,51,72,75,84
46,69,78,87,107
13,14,22,93,106
2,7,8,34,36
5,25,28,104,109
30,47,48,51,66
7,15,41,43,101
7,30,35,53,78
9,40,43,73,92
33,51,54,65,86
7,17,20,44,61
31,41,78,86,95
15,41,64,93,110
7,15,83,86,106
19,39,50,100,110
16,17,54,65,68
7,47,55,75,106
1,25,51,64,68
20,68,77,96,103
7,10,27,46,53
31,32,53,71,88
9,26,52,106,110
16,23,57,63,84
28,33,72,87,98
2,4,22,50,86
8,30,55,74,112
18,27,55,57,76
15,27,39,64,96
16,54,74,87,102
21,28,77,83,86
1,7,20,29,43
3,40,58,65,73
10,26,29,101,110
9,18,42,97,101
7,23,43,53,79
11,16,30,35,42
18,43,62,65,111
22,31,51,72,88
16,21,22,81,101
1,7,65,78,87
10,27,34,43,90
7,28,50,70,106
16,29,30,35,72
14,30,53,70,91
46,48,55,66,86
10,16,55,74,87
20,75,84,95,96
8,11,26,87,99
3,15,37,104,113
1,25,39,50,100
17,30,57,95,96
26,63,66,106,108
7,21,56,59,87
8,20,22,80,110
10,25,37,51,71
27,74,79,89,96
65,71,74,75,91
62,70,74,86,110
11,36,59,75,89
8,49,55,62,87
2,11,59,91,96
7,21,29,30,72
1,13,16,17,86
20,46,51,103,109
1,8,57,84,86
3,27,43,77,88
41,43,64,88,111
4,13,17,50,60
9,76,79,83,96
19,30,47,64,95
28,39,47,68,86
10,17,29,30,83
51,56,86,92,103
30,41,47,96,101
9,74,83,87,96
11,30,60,69,100
17,53,54,83,87
22,26,30,42,106
10,50,55,64,89
8,55,87,94,103
40,50,63,65,88
18,28,30,46,88
20,28,50,99,106
20,29,42,47,87
11,26,84,100,106
5,15,48,62,98
15,25,36,84,98
9,66,79,89,96
10,29,47,50,73
2,10,28,43,90
6,7,39,96,101
15,29,30,45,69
13,26,28,59,102
13,30,48,55,69
6,20,21,41,92
45,52,53,77,79
22,39,50,95,100
4,7,50,52,86
27,35,68,69,74
7,12,26,74,99
23,31,39,56,108
7,67,68,95,97
1,2,68,87,97
39,53,55,64,89
23,29,30,72,94
7,21,31,39,106
30,41,73,81,101
13,34,42,68,69
9,86,89,92,103
9,17,55,64,79
7,30,39,62,89
22,50,51,67,92
5,15,57,65,76
3,25,47,52,99
19,26,50,65,73
3,22,48,83,103
4,33,50,71,72
3,7,11,25,63
4,16,22,53,68
2,15,68,69,86
13,23,30,35,114
31,76,78,83,106
41,42,43,53,101
7,9,10,65,103
13,54,65,75,84
20,38,55,67,88
23,50,54,65,79
8,16,47,84,85
13,27,41,48,57
18,34,86,97,103
17,26,66,94,110
12,13,17,75,100
31,63,74,86,106
9,83,84,85,93
7,8,13,26,69
45,58,69,72,102
7,31,36,39,41
1,11,28,71,112
5,32,35,55,70
18,31,47,51,108
13,31,41,47,101
7,10,29,46,64
9,39,50,82,96
9,40,46,83,98
7,47,75,96,101
29,30,41,51,75
17,37,50,51,96
9,13,16,69,79
15,46,88,96,101
15,16,44,50,57
23,41,70,75,97
27,39,53,55,72
5,22,23,93,96
7,12,13,27,104
16,21,28,63,112
5,39,51,89,106
20,35,65,77,101
15,33,51,56,86
30,41,43,65,84
9,60,64,65,95
47,71,75,80,96
31,47,69,81,98
19,20,55,91,93
17,86,90,93,99
20,68,78,80,96
22,40,67,68,72
17,59,72,83,87
2,17,31,56,90
5,26,62,65,67
31,35,74,87,96
4,5,62,74,104
22,42,47,55,90
10,27,30,62,74
15,21,28,30,31
39,61,69,78,112
1,7,9,13,98
15,65,71,72,79
13,22,26,39,77
8,20,30,46,63
8,27,41,64,74
27,29,33,43,77
34,42,68,78,89
7,13,48,86,104
6,22,46,50,91
20,22,51,67,101
55,64,70,80,83
3,9,39,42,110
7,15,17,22,30
26,46,50,59,99
29,30,31,36,60
3,9,31,33,73
13,28,67,87,114
11,16,44,57,84
64,69,72,74,85
26,53,63,76,87
28,34,44,63,86
15,26,65,67,75
12,52,71,87,92
11,30,44,97,101
12,20,39,53,68
7,46,68,93,107
20,25,41,74,95
13,50,55,77,92
26,39,68,95,110
28,47,81,84,98
46,48,51,88,92
17,57,74,79,93
13,42,59,68,83
48,55,76,86,107
19,20,29,40,75
11,39,55,86,112
16,31,35,77,97
26,38,89,90,106
14,47,49,50,84
20,34,42,78,86
18,25,60,87,104
6,17,84,86,96
21,34,53,55,72
7,15,46,85,112
5,8,80,92,103
18,22,37,85,100
79,80,81,85,91
47,49,56,84,92
29,58,74,79,93
15,49,85,87,112
7,28,44,74,84
8,32,39,64,68
33,51,59,101,106
15,52,69,78,79
10,17,51,92,102
5,18,46,60,102
13,65,72,79,83
20,46,62,79,93
20,54,73,87,96
20,50,73,77,96
7,72,74,92,98
2,34,56,107,111
30,31,41,72,73
5,9,17,63,102
66,69,86,97,99
8,16,20,25,39
6,7,9,21,31
7,9,31,65,109
10,46,60,68,107
50,51,52,60,68
21,43,60,72,112
13,67,68,87,98
3,9,15,49,96
17,48,64,75,85
7,22,25,47,102
22,54,79,92,96
21,30,69,81,84
18,53,69,72,111
11,14,20,28,111
5,22,38,60,93
27,51,72,73,100
33,43,45,77,102
20,21,29,53,86
41,71,72,74,112
48,49,60,68,112
3,13,17,54,88
7,12,39,98,101
15,57,65,76,84
20,27,51,69,74
63,68,91,93,105
13,48,53,86,90
1,13,90,108,112
16,31,41,60,88
8,25,27,38,107
7,14,72,99,112
4,26,53,74,77
13,39,48,66,87
22,25,41,56,58
3,13,49,55,66
6,11,26,39,60
10,16,46,84,86
47,50,53,96,102
4,28,29,50,104
14,28,46,90,111
13,54,63,64,102
20,21,31,78,85
8,86,87,97,102
60,70,74,88,111
27,46,48,55,65
7,39,61,64,72
22,42,57,68,88
8,66,71,80,97
18,30,55,83,94
7,21,52,75,96
7,11,36,85,87
7,17,55,72,75
5,45,49,53,102
1,21,26,52,65
6,20,35,51,84
25,26,38,75,93
13,33,35,84,96
7,10,30,52,55
16,28,30,39,95
17,65,68,69,84
15,56,68,91,99
3,21,65,91,93
4,9,39,40,102
36,48,63,74,84
21,50,55,77,100
10,19,27,91,93
60,72,73,87,90
16,19,47,65,91
3,11,85,93,108
14,30,47,99,101
44,55,62,92,107
3,54,61,71,104
13,63,74,79,92
3,5,72,88,98
10,53,59,85,92
19,26,29,67,71
22,27,41,67,68
5,43,48,78,102
47,55,69,87,88
3,51,54,68,106
54,64,86,102,106
20,29,67,68,74
3,29,54,72,78
17,21,26,48,85
18,31,55,86,97
3,28,45,53,102
28,33,54,74,87
46,65,90,96,102
2,26,33,39,89
19,36,60,84,104
9,30,73,74,86
20,34,41,87,109
28,34,37,54,107
13,20,72,96,100
7,74,85,101,106
26,91,97,99,106
17,28,79,92,99
13,50,63,69,94
7,34,63,78,101
32,41,54,55,90
7,19,22,91,99
49,54,55,66,88
9,26,60,73,98
8,20,25,101,110
5,38,69,92,106
40,53,54,65,85
41,43,64,86,96
26,31,42,43,102
31,41,43,51,85
27,40,55,74,89
2,31,68,74,85
11,16,50,69,96
9,19,69,73,91
5,7,21,47,49
34,71,86,95,96
29,31,67,72,111
55,72,87,89,106
30,39,42,50,97
1,20,22,30,74
11,13,40,43,92
7,20,35,38,69
9,15,29,83,86
6,11,20,92,110
47,57,58,76,80
9,17,26,42,77
1,27,35,51,104
3,13,32,45,72
15,27,49,51,73
9,29,35,39,86
5,51,54,66,98
7,11,12,22,92
29,31,47,63,74
19,31,51,69,74
16,53,78,86,95
16,47,51,85,93
5,49,73,86,98
20,44,57,97,104
9,10,23,103,111
4,16,40,65,73
1,5,13,87,100
35,41,79,84,109
3,22,29,81,89
39,58,69,72,79
26,43,53,93,107
9,34,42,69,86
20,22,30,51,67
8,45,80,85,98
28,29,46,50,87
21,51,72,87,100
9,40,49,52,54
1,16,39,65,68
27,39,56,68,88
36,51,54,64,74
9,43,47,51,102
25,26,71,82,85
9,17,27,92,96
33,52,54,76,103
48,64,65,74,102
8,21,40,53,86
10,67,85,101,102
2,25,35,83,85
15,27,89,96,101
7,29,47,89,101
7,20,56,65,104
11,47,63,73,86
2,16,47,48,68
7,42,53,68,74
23,36,41,63,68
9,20,29,30,47
23,28,35,79,94
17,63,79,92,96
40,48,69,88,106
25,39,51,72,79
20,22,29,44,79
13,19,47,83,91
36,40,64,84,89
7,23,65,94,101
10,16,47,51,91
49,72,100,105,112
8,40,76,92,99
7,39,51,72,86
20,33,35,53,78
14,26,57,74,93
8,29,75,84,87
6,11,51,87,96
28,54,55,90,106
6,38,41,70,79
20,30,38,39,109
7,34,63,75,87
13,23,40,51,64
11,28,30,39,93
9,16,39,52,55
47,68,69,77,89
5,26,38,54,98
3,39,62,63,83
2,47,50,77,83
16,20,21,56,64
49,50,51,74,83
17,27,47,54,87
29,46,69,86,87
13,77,83,92,99
39,46,72,100,112
9,67,68,78,96
1,25,63,76,88
44,60,65,83,86
7,16,47,79,96
13,33,63,65,86
17,55,62,89,90
19,68,78,91,95
1,7,29,35,50
5,8,29,39,102
20,29,42,46,92
26,47,86,96,99
26,46,58,62,74
11,16,23,79,83
16,17,22,61,95
9,25,51,73,79
15,51,56,88,92
11,16,20,37,51
30,31,43,54,69
8,16,36,86,104
7,29,42,64,101
19,26,53,54,91
5,52,93,101,104
29,50,57,76,81
4,7,12,21,52
74,75,80,84,88
10,23,39,79,88
23,27,43,57,76
28,46,50,79,88
11,75,86,100,112
4,7,14,20,29
6,15,20,53,92
9,12,22,37,99
20,38,41,74,87
